96.41.38.202 - - [27/Oct/2025:05:12:29 +0000] "GET /@vite/env HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
96.41.38.202 - - [27/Oct/2025:05:12:29 +0000] "GET /actutor/env HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
96.41.38.202 - - [27/Oct/2025:05:12:29 +0000] "GET /.vscode/sftp.json HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
96.41.38.202 - - [27/Oct/2025:05:12:29 +0000] "GET /.env HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
96.41.38.202 - - [27/Oct/2025:05:12:30 +0000] "GET /.git/config HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
211.192.210.198 - - [27/Oct/2025:05:12:34 +0000] "GET / HTTP/2.0" 200 11 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:12:34 +0000] "GET /favicon.ico HTTP/2.0" 500 198 "https://be.ssairen.site/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
96.41.38.202 - - [27/Oct/2025:05:12:43 +0000] "GET / HTTP/1.1" 200 11 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
96.41.38.202 - - [27/Oct/2025:05:12:43 +0000] "GET /@vite/env HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
96.41.38.202 - - [27/Oct/2025:05:12:44 +0000] "GET /actutor/env HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
96.41.38.202 - - [27/Oct/2025:05:12:44 +0000] "GET /.vscode/sftp.json HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
96.41.38.202 - - [27/Oct/2025:05:12:44 +0000] "GET /.env HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
96.41.38.202 - - [27/Oct/2025:05:12:44 +0000] "GET /.git/config HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:139.0) Gecko/20100101 Firefox/139.0" "-"
211.192.210.198 - - [27/Oct/2025:05:13:12 +0000] "GET //actuator HTTP/2.0" 500 198 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:12 +0000] "GET /favicon.ico HTTP/2.0" 500 198 "https://be.ssairen.site//actuator" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
104.232.199.27 - - [27/Oct/2025:05:13:21 +0000] "GET / HTTP/2.0" 200 11 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1" "-"
104.232.199.27 - - [27/Oct/2025:05:13:22 +0000] "GET /favicon.ico HTTP/2.0" 500 198 "https://be.ssairen.site/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1" "-"
211.192.210.198 - - [27/Oct/2025:05:13:32 +0000] "GET /actuator HTTP/2.0" 200 1190 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:32 +0000] "GET /favicon.ico HTTP/2.0" 500 198 "https://be.ssairen.site/actuator" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:41 +0000] "GET /actuator/health HTTP/2.0" 200 903 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:41 +0000] "GET /favicon.ico HTTP/2.0" 500 198 "https://be.ssairen.site/actuator/health" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:46 +0000] "GET /swagger-ui/index.html HTTP/2.0" 200 327 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:46 +0000] "GET /swagger-ui/index.css HTTP/2.0" 200 151 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:46 +0000] "GET /swagger-ui/swagger-ui-standalone-preset.js HTTP/2.0" 200 69296 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:46 +0000] "GET /swagger-ui/swagger-initializer.js HTTP/2.0" 200 366 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:46 +0000] "GET /swagger-ui/swagger-ui-bundle.js HTTP/2.0" 200 393073 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:46 +0000] "GET /swagger-ui/swagger-ui.css HTTP/2.0" 200 23830 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:47 +0000] "GET /swagger-ui/favicon-32x32.png HTTP/2.0" 200 628 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:47 +0000] "GET /v3/api-docs/swagger-config HTTP/2.0" 200 128 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:13:47 +0000] "GET /v3/api-docs HTTP/2.0" 200 1451 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
104.232.199.75 - - [27/Oct/2025:05:13:54 +0000] "GET / HTTP/2.0" 200 11 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1" "-"
104.232.199.75 - - [27/Oct/2025:05:13:54 +0000] "GET /favicon.ico HTTP/2.0" 500 198 "https://be.ssairen.site/" "Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/138.0.7204.156 Mobile/15E148 Safari/604.1" "-"
54.196.18.181 - - [27/Oct/2025:05:14:03 +0000] "GET / HTTP/1.1" 200 11 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36 Edg/103.0.1264.44" "-"
107.23.250.104 - - [27/Oct/2025:05:14:04 +0000] "GET /favicon.ico HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0" "-"
3.83.212.255 - - [27/Oct/2025:05:14:05 +0000] "GET / HTTP/2.0" 200 11 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148" "-"
44.213.126.94 - - [27/Oct/2025:05:14:06 +0000] "GET /favicon.ico HTTP/1.1" 500 209 "-" "Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0" "-"
15.165.17.52 - - [27/Oct/2025:05:14:52 +0000] "HEAD /api/paramedics/all HTTP/2.0" 200 0 "-" "curl/7.81.0" "-"
15.165.17.52 - - [27/Oct/2025:05:15:03 +0000] "GET /api/paramedics/all HTTP/2.0" 200 601 "-" "curl/7.81.0" "-"
62.113.113.43 - - [27/Oct/2025:05:15:54 +0000] "GET / HTTP/1.1" 200 11 "-" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; V1916A Build/PKQ1.190714.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.8.2.1062 Mobile Safari/537.36" "-"
62.113.113.43 - - [27/Oct/2025:05:15:55 +0000] "GET / HTTP/1.1" 200 11 "-" "Mozilla/5.0 (Linux; U; Android 9; zh-CN; V1916A Build/PKQ1.190714.001) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.108 UCBrowser/12.8.2.1062 Mobile Safari/537.36" "-"
91.184.244.208 - - [27/Oct/2025:05:16:38 +0000] "GET / HTTP/1.1" 200 11 "-" "Mozilla/4.0(compatible;MSIE8.0;WindowsNT5.1;Trident/4.0;.NETCLR2.0.50727;.NETCLR3.0.4506.2152;.NETCLR3.5.30729;.NETCLR1.1.4322;InfoPath.1;.NET4.0C)" "-"
91.184.244.208 - - [27/Oct/2025:05:16:39 +0000] "GET / HTTP/1.1" 200 11 "-" "Mozilla/4.0(compatible;MSIE8.0;WindowsNT5.1;Trident/4.0;.NETCLR2.0.50727;.NETCLR3.0.4506.2152;.NETCLR3.5.30729;.NETCLR1.1.4322;InfoPath.1;.NET4.0C)" "-"
104.28.224.94 - - [27/Oct/2025:05:17:41 +0000] "GET / HTTP/2.0" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36" "-"
104.28.224.94 - - [27/Oct/2025:05:17:43 +0000] "GET / HTTP/2.0" 499 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:00 +0000] "GET /swagger-ui/index.html HTTP/2.0" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:00 +0000] "GET /favicon.ico HTTP/2.0" 502 559 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:01 +0000] "GET /swagger-ui/index.html HTTP/2.0" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:01 +0000] "GET /favicon.ico HTTP/2.0" 502 559 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:01 +0000] "GET /swagger-ui/index.html HTTP/2.0" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:01 +0000] "GET /favicon.ico HTTP/2.0" 502 559 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:01 +0000] "GET /swagger-ui/index.html HTTP/2.0" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:01 +0000] "GET /favicon.ico HTTP/2.0" 502 559 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:01 +0000] "GET /swagger-ui/index.html HTTP/2.0" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:01 +0000] "GET /favicon.ico HTTP/2.0" 502 559 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:02 +0000] "GET /swagger-ui/index.html HTTP/2.0" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:02 +0000] "GET /favicon.ico HTTP/2.0" 502 559 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:02 +0000] "GET /swagger-ui/index.html HTTP/2.0" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:02 +0000] "GET /favicon.ico HTTP/2.0" 502 559 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:02 +0000] "GET /swagger-ui/index.html HTTP/2.0" 502 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:02 +0000] "GET /favicon.ico HTTP/2.0" 502 559 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/index.html HTTP/2.0" 200 327 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/index.css HTTP/2.0" 200 151 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/swagger-ui-standalone-preset.js HTTP/2.0" 200 69296 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/index.html HTTP/2.0" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/swagger-ui.css HTTP/2.0" 200 23830 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/swagger-ui-bundle.js HTTP/2.0" 200 155648 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/swagger-initializer.js HTTP/2.0" 499 0 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/swagger-ui.css HTTP/2.0" 200 23830 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/swagger-initializer.js HTTP/2.0" 200 386 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/swagger-ui-bundle.js HTTP/2.0" 200 393073 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/index.html HTTP/2.0" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /v3/api-docs/swagger-config HTTP/2.0" 499 0 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:05 +0000] "GET /swagger-ui/favicon-32x32.png HTTP/2.0" 499 0 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
211.192.210.198 - - [27/Oct/2025:05:18:06 +0000] "GET /swagger-ui/swagger-initializer.js HTTP/2.0" 200 386 "https://be.ssairen.site/swagger-ui/index.html" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36" "-"
